;SK_ID_CURR;NAME_CONTRACT_TYPE;CODE_GENDER;FLAG_OWN_CAR;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_CREDIT;AMT_ANNUITY;AMT_GOODS_PRICE;REGION_POPULATION_RELATIVE;DAYS_BIRTH;DAYS_EMPLOYED;DAYS_REGISTRATION;DAYS_ID_PUBLISH;OWN_CAR_AGE;FLAG_MOBIL;FLAG_EMP_PHONE;FLAG_WORK_PHONE;FLAG_CONT_MOBILE;FLAG_PHONE;FLAG_EMAIL;CNT_FAM_MEMBERS;REGION_RATING_CLIENT;REGION_RATING_CLIENT_W_CITY;HOUR_APPR_PROCESS_START;REG_REGION_NOT_LIVE_REGION;REG_REGION_NOT_WORK_REGION;LIVE_REGION_NOT_WORK_REGION;REG_CITY_NOT_LIVE_CITY;REG_CITY_NOT_WORK_CITY;LIVE_CITY_NOT_WORK_CITY;EXT_SOURCE_1;EXT_SOURCE_2;EXT_SOURCE_3;APARTMENTS_AVG;BASEMENTAREA_AVG;YEARS_BEGINEXPLUATATION_AVG;YEARS_BUILD_AVG;COMMONAREA_AVG;ELEVATORS_AVG;ENTRANCES_AVG;FLOORSMAX_AVG;FLOORSMIN_AVG;LANDAREA_AVG;LIVINGAPARTMENTS_AVG;LIVINGAREA_AVG;NONLIVINGAPARTMENTS_AVG;NONLIVINGAREA_AVG;APARTMENTS_MODE;BASEMENTAREA_MODE;YEARS_BEGINEXPLUATATION_MODE;YEARS_BUILD_MODE;COMMONAREA_MODE;ELEVATORS_MODE;ENTRANCES_MODE;FLOORSMAX_MODE;FLOORSMIN_MODE;LANDAREA_MODE;LIVINGAPARTMENTS_MODE;LIVINGAREA_MODE;NONLIVINGAPARTMENTS_MODE;NONLIVINGAREA_MODE;APARTMENTS_MEDI;BASEMENTAREA_MEDI;YEARS_BEGINEXPLUATATION_MEDI;YEARS_BUILD_MEDI;COMMONAREA_MEDI;ELEVATORS_MEDI;ENTRANCES_MEDI;FLOORSMAX_MEDI;FLOORSMIN_MEDI;LANDAREA_MEDI;LIVINGAPARTMENTS_MEDI;LIVINGAREA_MEDI;NONLIVINGAPARTMENTS_MEDI;NONLIVINGAREA_MEDI;TOTALAREA_MODE;EMERGENCYSTATE_MODE;OBS_30_CNT_SOCIAL_CIRCLE;DEF_30_CNT_SOCIAL_CIRCLE;OBS_60_CNT_SOCIAL_CIRCLE;DEF_60_CNT_SOCIAL_CIRCLE;DAYS_LAST_PHONE_CHANGE;FLAG_DOCUMENT_2;FLAG_DOCUMENT_3;FLAG_DOCUMENT_4;FLAG_DOCUMENT_5;FLAG_DOCUMENT_6;FLAG_DOCUMENT_7;FLAG_DOCUMENT_8;FLAG_DOCUMENT_9;FLAG_DOCUMENT_10;FLAG_DOCUMENT_11;FLAG_DOCUMENT_12;FLAG_DOCUMENT_13;FLAG_DOCUMENT_14;FLAG_DOCUMENT_15;FLAG_DOCUMENT_16;FLAG_DOCUMENT_17;FLAG_DOCUMENT_18;FLAG_DOCUMENT_19;FLAG_DOCUMENT_20;FLAG_DOCUMENT_21;AMT_REQ_CREDIT_BUREAU_HOUR;AMT_REQ_CREDIT_BUREAU_DAY;AMT_REQ_CREDIT_BUREAU_WEEK;AMT_REQ_CREDIT_BUREAU_MON;AMT_REQ_CREDIT_BUREAU_QRT;AMT_REQ_CREDIT_BUREAU_YEAR;NAME_TYPE_SUITE_Children;NAME_TYPE_SUITE_Family;NAME_TYPE_SUITE_Group of people;NAME_TYPE_SUITE_Other_A;NAME_TYPE_SUITE_Other_B;NAME_TYPE_SUITE_Spouse, partner;NAME_TYPE_SUITE_Unaccompanied;NAME_INCOME_TYPE_Commercial associate;NAME_INCOME_TYPE_State servant;NAME_INCOME_TYPE_Working;NAME_EDUCATION_TYPE_Academic degree;NAME_EDUCATION_TYPE_Higher education;NAME_EDUCATION_TYPE_Incomplete higher;NAME_EDUCATION_TYPE_Lower secondary;NAME_EDUCATION_TYPE_Secondary / secondary special;NAME_FAMILY_STATUS_Civil marriage;NAME_FAMILY_STATUS_Married;NAME_FAMILY_STATUS_Separated;NAME_FAMILY_STATUS_Single / not married;NAME_FAMILY_STATUS_Widow;NAME_HOUSING_TYPE_Co-op apartment;NAME_HOUSING_TYPE_House / apartment;NAME_HOUSING_TYPE_Municipal apartment;NAME_HOUSING_TYPE_Office apartment;NAME_HOUSING_TYPE_Rented apartment;NAME_HOUSING_TYPE_With parents;OCCUPATION_TYPE_Accountants;OCCUPATION_TYPE_Cleaning staff;OCCUPATION_TYPE_Cooking staff;OCCUPATION_TYPE_Core staff;OCCUPATION_TYPE_Drivers;OCCUPATION_TYPE_HR staff;OCCUPATION_TYPE_High skill tech staff;OCCUPATION_TYPE_IT staff;OCCUPATION_TYPE_Laborers;OCCUPATION_TYPE_Low-skill Laborers;OCCUPATION_TYPE_Managers;OCCUPATION_TYPE_Medicine staff;OCCUPATION_TYPE_Private service staff;OCCUPATION_TYPE_Realty agents;OCCUPATION_TYPE_Sales staff;OCCUPATION_TYPE_Secretaries;OCCUPATION_TYPE_Security staff;OCCUPATION_TYPE_Waiters/barmen staff;WEEKDAY_APPR_PROCESS_START_FRIDAY;WEEKDAY_APPR_PROCESS_START_MONDAY;WEEKDAY_APPR_PROCESS_START_SATURDAY;WEEKDAY_APPR_PROCESS_START_SUNDAY;WEEKDAY_APPR_PROCESS_START_THURSDAY;WEEKDAY_APPR_PROCESS_START_TUESDAY;WEEKDAY_APPR_PROCESS_START_WEDNESDAY;ORGANIZATION_TYPE_Advertising;ORGANIZATION_TYPE_Agriculture;ORGANIZATION_TYPE_Bank;ORGANIZATION_TYPE_Business Entity Type 1;ORGANIZATION_TYPE_Business Entity Type 2;ORGANIZATION_TYPE_Business Entity Type 3;ORGANIZATION_TYPE_Construction;ORGANIZATION_TYPE_Culture;ORGANIZATION_TYPE_Electricity;ORGANIZATION_TYPE_Emergency;ORGANIZATION_TYPE_Government;ORGANIZATION_TYPE_Hotel;ORGANIZATION_TYPE_Housing;ORGANIZATION_TYPE_Industry: type 1;ORGANIZATION_TYPE_Industry: type 10;ORGANIZATION_TYPE_Industry: type 11;ORGANIZATION_TYPE_Industry: type 12;ORGANIZATION_TYPE_Industry: type 2;ORGANIZATION_TYPE_Industry: type 3;ORGANIZATION_TYPE_Industry: type 4;ORGANIZATION_TYPE_Industry: type 5;ORGANIZATION_TYPE_Industry: type 6;ORGANIZATION_TYPE_Industry: type 7;ORGANIZATION_TYPE_Industry: type 9;ORGANIZATION_TYPE_Insurance;ORGANIZATION_TYPE_Kindergarten;ORGANIZATION_TYPE_Legal Services;ORGANIZATION_TYPE_Medicine;ORGANIZATION_TYPE_Military;ORGANIZATION_TYPE_Mobile;ORGANIZATION_TYPE_Other;ORGANIZATION_TYPE_Police;ORGANIZATION_TYPE_Postal;ORGANIZATION_TYPE_Realtor;ORGANIZATION_TYPE_Restaurant;ORGANIZATION_TYPE_School;ORGANIZATION_TYPE_Security;ORGANIZATION_TYPE_Security Ministries;ORGANIZATION_TYPE_Self-employed;ORGANIZATION_TYPE_Services;ORGANIZATION_TYPE_Telecom;ORGANIZATION_TYPE_Trade: type 1;ORGANIZATION_TYPE_Trade: type 2;ORGANIZATION_TYPE_Trade: type 3;ORGANIZATION_TYPE_Trade: type 4;ORGANIZATION_TYPE_Trade: type 6;ORGANIZATION_TYPE_Trade: type 7;ORGANIZATION_TYPE_Transport: type 1;ORGANIZATION_TYPE_Transport: type 2;ORGANIZATION_TYPE_Transport: type 3;ORGANIZATION_TYPE_Transport: type 4;ORGANIZATION_TYPE_University;FONDKAPREMONT_MODE_not specified;FONDKAPREMONT_MODE_org spec account;FONDKAPREMONT_MODE_reg oper account;FONDKAPREMONT_MODE_reg oper spec account;HOUSETYPE_MODE_block of flats;HOUSETYPE_MODE_specific housing;HOUSETYPE_MODE_terraced house;WALLSMATERIAL_MODE_Block;WALLSMATERIAL_MODE_Mixed;WALLSMATERIAL_MODE_Monolithic;WALLSMATERIAL_MODE_Others;WALLSMATERIAL_MODE_Panel;WALLSMATERIAL_MODE_Stone, brick;WALLSMATERIAL_MODE_Wooden;TARGET
313;113924.0;0.0;1.0;0.0;0.0;0.0;315000.0;979146.0;62707.5;855000.0;0.035792;-11615.0;-2018.0;-5230.0;-3298.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;2.0;2.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7819571867821999;0.5568566235899992;0.3556387169923543;0.0928;0.098;0.9781;0.7008;0.0119;0.0;0.2069;0.1667;0.0417;0.0875;0.0756;0.0877;0.0;0.0;0.0945;0.1017;0.9782;0.7125;0.012;0.0;0.2069;0.1667;0.0417;0.0895;0.0826;0.0913;0.0;0.0;0.0937;0.098;0.9781;0.7048;0.012;0.0;0.2069;0.1667;0.0417;0.0891;0.077;0.0892;0.0;0.0;0.069;0.0;1.0;0.0;1.0;0.0;-1641.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0,,
314;114112.0;0.0;1.0;0.0;1.0;0.0;157500.0;935640.0;91147.5;900000.0;0.010556;-13195.0;-2782.0;-2584.0;-4031.0;7.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;3.0;3.0;10.0;0.0;0.0;0.0;0.0;1.0;1.0;0.2525870350487069;0.4275594968794006;0.2431864804420123;0.2268;0.1309;0.996;0.9456;0.0695;0.16;0.1379;0.375;0.4167;0.2029;0.1841;0.1927;0.0039;0.0037;0.2311;0.1358;0.996;0.9477;0.0701;0.1611;0.1379;0.375;0.4167;0.2076;0.2011;0.2007;0.0039;0.0039;0.229;0.1309;0.996;0.9463;0.0699;0.16;0.1379;0.375;0.4167;0.2065;0.1873;0.1961;0.0039;0.0038;0.1903;0.0;8.0;0.0;8.0;0.0;-2423.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0,,
316;114189.0;0.0;0.0;0.0;1.0;1.0;202500.0;900000.0;46084.5;900000.0;0.0196889999999999;-14297.0;-3511.0;-3269.0;-3674.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;2.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7445815579307459;0.6455936124478602;0.6594055320683344;0.066;0.0174;0.9737;0.6396;0.014;0.0;0.1379;0.1667;0.0417;0.0;0.0538;0.0518;0.0;0.0847;0.0672;0.0181;0.9737;0.6537;0.0142;0.0;0.1379;0.1667;0.0417;0.0;0.0588;0.0539;0.0;0.0896;0.0666;0.0174;0.9737;0.6444;0.0141;0.0;0.1379;0.1667;0.0417;0.0;0.0547;0.0527;0.0;0.0864;0.0591;0.0;0.0;0.0;0.0;0.0;-1694.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0,,
317;114233.0;0.0;0.0;0.0;0.0;0.0;436500.0;1971072.0;68512.5;1800000.0;0.072508;-12289.0;-1429.0;-5235.0;-557.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5434255196838057;0.7111765277474406;0.3791004853998145;0.3948;0.1945;0.9811;0.7416;0.2907;0.48;0.2069;0.625;0.6667;0.0;0.3219;0.2971;0.0;0.0;0.4023;0.2019;0.9811;0.7517;0.2933;0.4834;0.2069;0.625;0.6667;0.0;0.3517;0.3095;0.0;0.0;0.3987;0.1945;0.9811;0.7451;0.2925;0.48;0.2069;0.625;0.6667;0.0;0.3275;0.3024;0.0;0.0;0.3926;0.0;4.0;1.0;4.0;0.0;-446.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0,,
318;114336.0;0.0;0.0;0.0;1.0;1.0;135000.0;679500.0;19998.0;679500.0;0.018209;-14751.0;-179.0;-3969.0;-1555.0;64.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;3.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6700438119957509;0.4917421552400208;0.4668640059537032;0.1237;0.1302;0.9781;0.7008;0.1096;0.0;0.2759;0.1667;0.2083;0.0663;0.0672;0.1143;0.0;0.0;0.1261;0.1351;0.9782;0.7125;0.1106;0.0;0.2759;0.1667;0.2083;0.0678;0.0735;0.1191;0.0;0.0;0.1249;0.1302;0.9781;0.7048;0.1103;0.0;0.2759;0.1667;0.2083;0.0674;0.0684;0.1163;0.0;0.0;0.1539;0.0;1.0;0.0;1.0;0.0;-1279.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0,,
319;114341.0;0.0;1.0;0.0;1.0;0.0;360000.0;315000.0;24885.0;315000.0;0.019101;-12849.0;-3743.0;-5951.0;-3603.0;11.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;2.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1956830194667156;0.6784253908668021;0.6769925032909132;0.0598;0.0716;0.9851;0.7959999999999999;0.011;0.0;0.1379;0.1667;0.2083;0.0127;0.0488;0.051;0.0;0.0;0.0609;0.0743;0.9851;0.804;0.0111;0.0;0.1379;0.1667;0.2083;0.013;0.0533;0.0532;0.0;0.0;0.0604;0.0716;0.9851;0.7987;0.011;0.0;0.1379;0.1667;0.2083;0.013;0.0496;0.0519;0.0;0.0;0.0461;0.0;0.0;0.0;0.0;0.0;-840.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0,,
320;114399.0;0.0;0.0;0.0;1.0;0.0;157500.0;517500.0;26550.0;517500.0;0.018209;-15849.0;-1317.0;-214.0;-4516.0;15.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;3.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4715967222685092;0.3588049187967844;0.3108182544189319;0.1289;0.1299;0.9796;0.7212;0.0572;0.0;0.2759;0.1667;0.2083;0.0903;0.1051;0.114;0.0;0.0;0.1313;0.1348;0.9796;0.7321;0.0577;0.0;0.2759;0.1667;0.2083;0.0924;0.1148;0.1188;0.0;0.0;0.1301;0.1299;0.9796;0.7249;0.0575;0.0;0.2759;0.1667;0.2083;0.0919;0.1069;0.116;0.0;0.0;0.1209;0.0;1.0;0.0;1.0;0.0;-1545.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1,,
322;114542.0;0.0;1.0;0.0;1.0;2.0;225000.0;900000.0;26446.5;900000.0;0.010556;-15966.0;-3546.0;-4556.0;-4378.0;9.0;1.0;1.0;1.0;1.0;1.0;0.0;4.0;3.0;3.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7926093922100061;0.5486179592396098;0.6212263380626669;0.1124;0.0804;0.9821;0.7552;0.054;0.12;0.1034;0.3333;0.375;0.0139;0.0916;0.1151;0.0;0.0;0.1145;0.0834;0.9821;0.7648;0.0545;0.1208;0.1034;0.3333;0.375;0.0143;0.1001;0.12;0.0;0.0;0.1135;0.0804;0.9821;0.7585;0.0544;0.12;0.1034;0.3333;0.375;0.0142;0.0932;0.1172;0.0;0.0;0.1201;0.0;0.0;0.0;0.0;0.0;-2546.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0,,
323;114558.0;0.0;1.0;0.0;1.0;0.0;180000.0;202500.0;21937.5;202500.0;0.0088659999999999;-13953.0;-980.0;-4577.0;-4788.0;64.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;2.0;2.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3629038306202517;0.7863850913025769;0.4329616670974407;0.0763;0.0621;0.9866;0.8164;0.0201;0.08;0.069;0.3333;0.375;0.0621;0.0597;0.0834;0.0116;0.0279;0.0777;0.0644;0.9866;0.8236;0.0203;0.0806;0.069;0.3333;0.375;0.0635;0.0652;0.0869;0.0117;0.0295;0.077;0.0621;0.9866;0.8189;0.0202;0.08;0.069;0.3333;0.375;0.0632;0.0607;0.0849;0.0116;0.0284;0.0716;0.0;0.0;0.0;0.0;0.0;-1983.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0,,
324;114573.0;0.0;1.0;0.0;0.0;0.0;202500.0;135000.0;13351.5;135000.0;0.01885;-14514.0;-3373.0;-8588.0;-4433.0;3.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4569375927635331;0.7618242227013896;0.6690566947824041;0.2227;0.1326;0.9856;0.8028;0.0556;0.24;0.2069;0.3333;0.375;0.1119;0.1816;0.2378;0.0;0.0;0.2269;0.1376;0.9856;0.8105;0.0561;0.2417;0.2069;0.3333;0.375;0.1145;0.1983;0.2477;0.0;0.0;0.2248;0.1326;0.9856;0.8054;0.056;0.24;0.2069;0.3333;0.375;0.1139;0.1847;0.242;0.0;0.0;0.2174;0.0;0.0;0.0;0.0;0.0;-1374.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0,,
